"exp_id","date","rep_id","time","strain","dox","OD0","OD"
5,2025-02-25,2,9.5,"h1471",0.0078125,0.1,0.793
5,2025-02-25,2,9.5,"h1471",0,0.1,0.743
5,2025-02-25,2,9.5,"t1516",4,0.1,0.43
5,2025-02-25,2,9.5,"t1516",2,0.1,0.385
5,2025-02-25,2,9.5,"t1516",1,0.1,0.577
5,2025-02-25,2,9.5,"t1516",0.5,0.1,0.461
5,2025-02-25,2,9.5,"t1516",0.25,0.1,0.318
5,2025-02-25,2,9.5,"t1516",0.125,0.1,0.609
5,2025-02-25,2,9.5,"t1516",0.0625,0.1,0.519
5,2025-02-25,2,9.5,"t1516",0.03125,0.1,0.508
5,2025-02-25,2,9.5,"t1516",0.015625,0.1,0.512
5,2025-02-25,2,9.5,"t1516",0.0078125,0.1,0.509
5,2025-02-25,2,9.5,"t1516",0,0.1,0.575
5,2025-02-25,3,9.5,"h1471",4,0.1,0.62
5,2025-02-25,3,9.5,"h1471",2,0.1,0.601
5,2025-02-25,3,9.5,"h1471",1,0.1,0.624
5,2025-02-25,3,9.5,"h1471",0.5,0.1,0.618
5,2025-02-25,3,9.5,"h1471",0.25,0.1,0.539
5,2025-02-25,3,9.5,"h1471",0.125,0.1,0.49
5,2025-02-25,3,9.5,"h1471",0.0625,0.1,0.673
5,2025-02-25,3,9.5,"h1471",0.03125,0.1,0.411
5,2025-02-25,3,9.5,"h1471",0.015625,0.1,0.662
5,2025-02-25,3,9.5,"h1471",0.0078125,0.1,0.853
5,2025-02-25,3,9.5,"h1471",0,0.1,0.946
5,2025-02-25,3,9.5,"t1516",4,0.1,0.317
5,2025-02-25,3,9.5,"t1516",2,0.1,0.432
5,2025-02-25,3,9.5,"t1516",1,0.1,0.408
5,2025-02-25,3,9.5,"t1516",0.5,0.1,0.354
5,2025-02-25,3,9.5,"t1516",0.25,0.1,0.396
5,2025-02-25,3,9.5,"t1516",0.125,0.1,0.388
5,2025-02-25,3,9.5,"t1516",0.0625,0.1,0.377
5,2025-02-25,3,9.5,"t1516",0.03125,0.1,0.645
5,2025-02-25,3,9.5,"t1516",0.015625,0.1,0.326
5,2025-02-25,3,9.5,"t1516",0.0078125,0.1,0.383
5,2025-02-25,3,9.5,"t1516",0,0.1,0.464
5,2025-02-25,1,10,"h1471",4,0.1,0.934
5,2025-02-25,1,10,"h1471",2,0.1,0.845
5,2025-02-25,1,10,"h1471",1,0.1,0.76
5,2025-02-25,1,10,"h1471",0.5,0.1,0.861
5,2025-02-25,1,10,"h1471",0.25,0.1,0.94
5,2025-02-25,1,10,"h1471",0.125,0.1,0.836
5,2025-02-25,1,10,"h1471",0.0625,0.1,0.82
5,2025-02-25,1,10,"h1471",0.03125,0.1,0.933
5,2025-02-25,1,10,"h1471",0.015625,0.1,0.81
5,2025-02-25,1,10,"h1471",0.0078125,0.1,0.873
5,2025-02-25,1,10,"h1471",0,0.1,0.902
5,2025-02-25,1,10,"t1516",4,0.1,0.278
5,2025-02-25,1,10,"t1516",2,0.1,0.386
5,2025-02-25,1,10,"t1516",1,0.1,0.39
5,2025-02-25,1,10,"t1516",0.5,0.1,0.333
5,2025-02-25,1,10,"t1516",0.25,0.1,0.402
5,2025-02-25,1,10,"t1516",0.125,0.1,0.404
5,2025-02-25,1,10,"t1516",0.0625,0.1,0.552
5,2025-02-25,1,10,"t1516",0.03125,0.1,0.496
5,2025-02-25,1,10,"t1516",0.015625,0.1,0.711
5,2025-02-25,1,10,"t1516",0.0078125,0.1,0.617
5,2025-02-25,1,10,"t1516",0,0.1,0.627
5,2025-02-25,2,10,"h1471",4,0.1,0.941
5,2025-02-25,2,10,"h1471",2,0.1,0.934
5,2025-02-25,2,10,"h1471",1,0.1,0.843
5,2025-02-25,2,10,"h1471",0.5,0.1,0.875
5,2025-02-25,2,10,"h1471",0.25,0.1,1.008
5,2025-02-25,2,10,"h1471",0.125,0.1,0.992
5,2025-02-25,2,10,"h1471",0.0625,0.1,0.907
5,2025-02-25,2,10,"h1471",0.03125,0.1,0.816
5,2025-02-25,2,10,"h1471",0.015625,0.1,0.819
5,2025-02-25,2,10,"h1471",0.0078125,0.1,0.868
5,2025-02-25,2,10,"h1471",0,0.1,0.818
5,2025-02-25,2,10,"t1516",4,0.1,0.478
5,2025-02-25,2,10,"t1516",2,0.1,0.436
5,2025-02-25,2,10,"t1516",1,0.1,0.645
5,2025-02-25,2,10,"t1516",0.5,0.1,0.516
5,2025-02-25,2,10,"t1516",0.25,0.1,0.364
5,2025-02-25,2,10,"t1516",0.125,0.1,0.671
5,2025-02-25,2,10,"t1516",0.0625,0.1,0.585
5,2025-02-25,2,10,"t1516",0.03125,0.1,0.568
5,2025-02-25,2,10,"t1516",0.015625,0.1,0.586
5,2025-02-25,2,10,"t1516",0.0078125,0.1,0.576
5,2025-02-25,2,10,"t1516",0,0.1,0.657
5,2025-02-25,3,10,"h1471",4,0.1,0.698
5,2025-02-25,3,10,"h1471",2,0.1,0.68
5,2025-02-25,3,10,"h1471",1,0.1,0.707
5,2025-02-25,3,10,"h1471",0.5,0.1,0.705
5,2025-02-25,3,10,"h1471",0.25,0.1,0.629
5,2025-02-25,3,10,"h1471",0.125,0.1,0.571
5,2025-02-25,3,10,"h1471",0.0625,0.1,0.76
5,2025-02-25,3,10,"h1471",0.03125,0.1,0.481
5,2025-02-25,3,10,"h1471",0.015625,0.1,0.738
5,2025-02-25,3,10,"h1471",0.0078125,0.1,0.915
5,2025-02-25,3,10,"h1471",0,0.1,1.002
5,2025-02-25,3,10,"t1516",4,0.1,0.358
5,2025-02-25,3,10,"t1516",2,0.1,0.497
5,2025-02-25,3,10,"t1516",1,0.1,0.471
5,2025-02-25,3,10,"t1516",0.5,0.1,0.412
5,2025-02-25,3,10,"t1516",0.25,0.1,0.447
5,2025-02-25,3,10,"t1516",0.125,0.1,0.44
5,2025-02-25,3,10,"t1516",0.0625,0.1,0.428
5,2025-02-25,3,10,"t1516",0.03125,0.1,0.718
5,2025-02-25,3,10,"t1516",0.015625,0.1,0.375
5,2025-02-25,3,10,"t1516",0.0078125,0.1,0.443
5,2025-02-25,3,10,"t1516",0,0.1,0.536
5,2025-02-25,1,10.5,"h1471",4,0.1,1.004
5,2025-02-25,1,10.5,"h1471",2,0.1,0.924
5,2025-02-25,1,10.5,"h1471",1,0.1,0.846
5,2025-02-25,1,10.5,"h1471",0.5,0.1,0.933
5,2025-02-25,1,10.5,"h1471",0.25,0.1,1.01
5,2025-02-25,1,10.5,"h1471",0.125,0.1,0.9
5,2025-02-25,1,10.5,"h1471",0.0625,0.1,0.883
5,2025-02-25,1,10.5,"h1471",0.03125,0.1,0.988
5,2025-02-25,1,10.5,"h1471",0.015625,0.1,0.872
5,2025-02-25,1,10.5,"h1471",0.0078125,0.1,0.937
5,2025-02-25,1,10.5,"h1471",0,0.1,0.961
5,2025-02-25,1,10.5,"t1516",4,0.1,0.318
5,2025-02-25,1,10.5,"t1516",2,0.1,0.434
5,2025-02-25,1,10.5,"t1516",1,0.1,0.444
5,2025-02-25,1,10.5,"t1516",0.5,0.1,0.378
5,2025-02-25,1,10.5,"t1516",0.25,0.1,0.456
5,2025-02-25,1,10.5,"t1516",0.125,0.1,0.458
5,2025-02-25,1,10.5,"t1516",0.0625,0.1,0.622
5,2025-02-25,1,10.5,"t1516",0.03125,0.1,0.566
5,2025-02-25,1,10.5,"t1516",0.015625,0.1,0.783
5,2025-02-25,1,10.5,"t1516",0.0078125,0.1,0.68
5,2025-02-25,1,10.5,"t1516",0,0.1,0.716
5,2025-02-25,2,10.5,"h1471",4,0.1,0.998
5,2025-02-25,2,10.5,"h1471",2,0.1,1.002
5,2025-02-25,2,10.5,"h1471",1,0.1,0.907
5,2025-02-25,2,10.5,"h1471",0.5,0.1,0.952
5,2025-02-25,2,10.5,"h1471",0.25,0.1,1.074
5,2025-02-25,2,10.5,"h1471",0.125,0.1,1.061
5,2025-02-25,2,10.5,"h1471",0.0625,0.1,0.979
5,2025-02-25,2,10.5,"h1471",0.03125,0.1,0.899
5,2025-02-25,2,10.5,"h1471",0.015625,0.1,0.886
5,2025-02-25,2,10.5,"h1471",0.0078125,0.1,0.936
5,2025-02-25,2,10.5,"h1471",0,0.1,0.886
5,2025-02-25,2,10.5,"t1516",4,0.1,0.526
5,2025-02-25,2,10.5,"t1516",2,0.1,0.485
5,2025-02-25,2,10.5,"t1516",1,0.1,0.711
5,2025-02-25,2,10.5,"t1516",0.5,0.1,0.57
5,2025-02-25,2,10.5,"t1516",0.25,0.1,0.412
5,2025-02-25,2,10.5,"t1516",0.125,0.1,0.728
5,2025-02-25,2,10.5,"t1516",0.0625,0.1,0.648
5,2025-02-25,2,10.5,"t1516",0.03125,0.1,0.626
5,2025-02-25,2,10.5,"t1516",0.015625,0.1,0.66
5,2025-02-25,2,10.5,"t1516",0.0078125,0.1,0.639
5,2025-02-25,2,10.5,"t1516",0,0.1,0.733
5,2025-02-25,3,10.5,"h1471",4,0.1,0.769
5,2025-02-25,3,10.5,"h1471",2,0.1,0.753
5,2025-02-25,3,10.5,"h1471",1,0.1,0.782
5,2025-02-25,3,10.5,"h1471",0.5,0.1,0.784
5,2025-02-25,3,10.5,"h1471",0.25,0.1,0.719
5,2025-02-25,3,10.5,"h1471",0.125,0.1,0.651
5,2025-02-25,3,10.5,"h1471",0.0625,0.1,0.845
5,2025-02-25,3,10.5,"h1471",0.03125,0.1,0.553
5,2025-02-25,3,10.5,"h1471",0.015625,0.1,0.808
5,2025-02-25,3,10.5,"h1471",0.0078125,0.1,0.97
5,2025-02-25,3,10.5,"h1471",0,0.1,1.05
5,2025-02-25,3,10.5,"t1516",4,0.1,0.405
5,2025-02-25,3,10.5,"t1516",2,0.1,0.559
5,2025-02-25,3,10.5,"t1516",1,0.1,0.529
5,2025-02-25,3,10.5,"t1516",0.5,0.1,0.471
5,2025-02-25,3,10.5,"t1516",0.25,0.1,0.498
5,2025-02-25,3,10.5,"t1516",0.125,0.1,0.491
5,2025-02-25,3,10.5,"t1516",0.0625,0.1,0.483
5,2025-02-25,3,10.5,"t1516",0.03125,0.1,0.785
5,2025-02-25,3,10.5,"t1516",0.015625,0.1,0.425
5,2025-02-25,3,10.5,"t1516",0.0078125,0.1,0.505
5,2025-02-25,3,10.5,"t1516",0,0.1,0.606
5,2025-02-25,1,11,"h1471",4,0.1,1.064
5,2025-02-25,1,11,"h1471",2,0.1,0.99
5,2025-02-25,1,11,"h1471",1,0.1,0.918
5,2025-02-25,1,11,"h1471",0.5,0.1,0.996
5,2025-02-25,1,11,"h1471",0.25,0.1,1.066
5,2025-02-25,1,11,"h1471",0.125,0.1,0.955
5,2025-02-25,1,11,"h1471",0.0625,0.1,0.935
5,2025-02-25,1,11,"h1471",0.03125,0.1,1.035
5,2025-02-25,1,11,"h1471",0.015625,0.1,0.928
5,2025-02-25,1,11,"h1471",0.0078125,0.1,0.989
5,2025-02-25,1,11,"h1471",0,0.1,1.009
5,2025-02-25,1,11,"t1516",4,0.1,0.356
5,2025-02-25,1,11,"t1516",2,0.1,0.482
5,2025-02-25,1,11,"t1516",1,0.1,0.494
5,2025-02-25,1,11,"t1516",0.5,0.1,0.424
5,2025-02-25,1,11,"t1516",0.25,0.1,0.507
5,2025-02-25,1,11,"t1516",0.125,0.1,0.511
5,2025-02-25,1,11,"t1516",0.0625,0.1,0.689
5,2025-02-25,1,11,"t1516",0.03125,0.1,0.636
5,2025-02-25,1,11,"t1516",0.015625,0.1,0.851
5,2025-02-25,1,11,"t1516",0.0078125,0.1,0.741
5,2025-02-25,1,11,"t1516",0,0.1,0.797
5,2025-02-25,2,11,"h1471",4,0.1,1.049
5,2025-02-25,2,11,"h1471",2,0.1,1.061
5,2025-02-25,2,11,"h1471",1,0.1,0.962
5,2025-02-25,2,11,"h1471",0.5,0.1,1.019
5,2025-02-25,2,11,"h1471",0.25,0.1,1.13
5,2025-02-25,2,11,"h1471",0.125,0.1,1.118
5,2025-02-25,2,11,"h1471",0.0625,0.1,1.044
5,2025-02-25,2,11,"h1471",0.03125,0.1,0.974
5,2025-02-25,2,11,"h1471",0.015625,0.1,0.947
5,2025-02-25,2,11,"h1471",0.0078125,0.1,0.993
5,2025-02-25,2,11,"h1471",0,0.1,0.946
5,2025-02-25,2,11,"t1516",4,0.1,0.571
5,2025-02-25,2,11,"t1516",2,0.1,0.532
5,2025-02-25,2,11,"t1516",1,0.1,0.77
5,2025-02-25,2,11,"t1516",0.5,0.1,0.623
5,2025-02-25,2,11,"t1516",0.25,0.1,0.457
5,2025-02-25,2,11,"t1516",0.125,0.1,0.777
5,2025-02-25,2,11,"t1516",0.0625,0.1,0.709
5,2025-02-25,2,11,"t1516",0.03125,0.1,0.681
5,2025-02-25,2,11,"t1516",0.015625,0.1,0.731
5,2025-02-25,2,11,"t1516",0.0078125,0.1,0.702
5,2025-02-25,2,11,"t1516",0,0.1,0.801
5,2025-02-25,3,11,"h1471",4,0.1,0.833
5,2025-02-25,3,11,"h1471",2,0.1,0.819
5,2025-02-25,3,11,"h1471",1,0.1,0.85
5,2025-02-25,3,11,"h1471",0.5,0.1,0.859
5,2025-02-25,3,11,"h1471",0.25,0.1,0.801
5,2025-02-25,3,11,"h1471",0.125,0.1,0.724
5,2025-02-25,3,11,"h1471",0.0625,0.1,0.918
5,2025-02-25,3,11,"h1471",0.03125,0.1,0.625
5,2025-02-25,3,11,"h1471",0.015625,0.1,0.871
5,2025-02-25,3,11,"h1471",0.0078125,0.1,1.017
5,2025-02-25,3,11,"h1471",0,0.1,1.089
5,2025-02-25,3,11,"t1516",4,0.1,0.447
5,2025-02-25,3,11,"t1516",2,0.1,0.622
5,2025-02-25,3,11,"t1516",1,0.1,0.592
5,2025-02-25,3,11,"t1516",0.5,0.1,0.535
5,2025-02-25,3,11,"t1516",0.25,0.1,0.553
5,2025-02-25,3,11,"t1516",0.125,0.1,0.542
5,2025-02-25,3,11,"t1516",0.0625,0.1,0.538
5,2025-02-25,3,11,"t1516",0.03125,0.1,0.842
5,2025-02-25,3,11,"t1516",0.015625,0.1,0.481
5,2025-02-25,3,11,"t1516",0.0078125,0.1,0.567
5,2025-02-25,3,11,"t1516",0,0.1,0.673
5,2025-02-25,1,11.5,"h1471",4,0.1,1.105
5,2025-02-25,1,11.5,"h1471",2,0.1,1.04
5,2025-02-25,1,11.5,"h1471",1,0.1,0.975
5,2025-02-25,1,11.5,"h1471",0.5,0.1,1.046
5,2025-02-25,1,11.5,"h1471",0.25,0.1,1.111
5,2025-02-25,1,11.5,"h1471",0.125,0.1,0.999
5,2025-02-25,1,11.5,"h1471",0.0625,0.1,0.981
5,2025-02-25,1,11.5,"h1471",0.03125,0.1,1.074
5,2025-02-25,1,11.5,"h1471",0.015625,0.1,0.976
5,2025-02-25,1,11.5,"h1471",0.0078125,0.1,1.034
5,2025-02-25,1,11.5,"h1471",0,0.1,1.052
5,2025-02-25,1,11.5,"t1516",4,0.1,0.397
5,2025-02-25,1,11.5,"t1516",2,0.1,0.531
5,2025-02-25,1,11.5,"t1516",1,0.1,0.546
5,2025-02-25,1,11.5,"t1516",0.5,0.1,0.472
5,2025-02-25,1,11.5,"t1516",0.25,0.1,0.559
5,2025-02-25,1,11.5,"t1516",0.125,0.1,0.561
5,2025-02-25,1,11.5,"t1516",0.0625,0.1,0.754
5,2025-02-25,1,11.5,"t1516",0.03125,0.1,0.7
5,2025-02-25,1,11.5,"t1516",0.015625,0.1,0.914
5,2025-02-25,1,11.5,"t1516",0.0078125,0.1,0.799
5,2025-02-25,1,11.5,"t1516",0,0.1,0.873
5,2025-02-25,2,11.5,"h1471",4,0.1,1.091
5,2025-02-25,2,11.5,"h1471",2,0.1,1.107
5,2025-02-25,2,11.5,"h1471",1,0.1,1.009
5,2025-02-25,2,11.5,"h1471",0.5,0.1,1.077
5,2025-02-25,2,11.5,"h1471",0.25,0.1,1.177
5,2025-02-25,2,11.5,"h1471",0.125,0.1,1.165
5,2025-02-25,2,11.5,"h1471",0.0625,0.1,1.098
5,2025-02-25,2,11.5,"h1471",0.03125,0.1,1.038
5,2025-02-25,2,11.5,"h1471",0.015625,0.1,0.997
5,2025-02-25,2,11.5,"h1471",0.0078125,0.1,1.043
5,2025-02-25,2,11.5,"h1471",0,0.1,0.998
5,2025-02-25,2,11.5,"t1516",4,0.1,0.615
5,2025-02-25,2,11.5,"t1516",2,0.1,0.576
5,2025-02-25,2,11.5,"t1516",1,0.1,0.825
5,2025-02-25,2,11.5,"t1516",0.5,0.1,0.674
5,2025-02-25,2,11.5,"t1516",0.25,0.1,0.503
5,2025-02-25,2,11.5,"t1516",0.125,0.1,0.823
5,2025-02-25,2,11.5,"t1516",0.0625,0.1,0.763
5,2025-02-25,2,11.5,"t1516",0.03125,0.1,0.731
5,2025-02-25,2,11.5,"t1516",0.015625,0.1,0.797
5,2025-02-25,2,11.5,"t1516",0.0078125,0.1,0.759
5,2025-02-25,2,11.5,"t1516",0,0.1,0.862
5,2025-02-25,3,11.5,"h1471",4,0.1,0.891
5,2025-02-25,3,11.5,"h1471",2,0.1,0.877
5,2025-02-25,3,11.5,"h1471",1,0.1,0.911
5,2025-02-25,3,11.5,"h1471",0.5,0.1,0.924
5,2025-02-25,3,11.5,"h1471",0.25,0.1,0.878
5,2025-02-25,3,11.5,"h1471",0.125,0.1,0.793
5,2025-02-25,3,11.5,"h1471",0.0625,0.1,0.987
5,2025-02-25,3,11.5,"h1471",0.03125,0.1,0.696
5,2025-02-25,3,11.5,"h1471",0.015625,0.1,0.926
5,2025-02-25,3,11.5,"h1471",0.0078125,0.1,1.055
5,2025-02-25,3,11.5,"h1471",0,0.1,1.121
5,2025-02-25,3,11.5,"t1516",4,0.1,0.485
5,2025-02-25,3,11.5,"t1516",2,0.1,0.683
5,2025-02-25,3,11.5,"t1516",1,0.1,0.653
5,2025-02-25,3,11.5,"t1516",0.5,0.1,0.598
5,2025-02-25,3,11.5,"t1516",0.25,0.1,0.598
5,2025-02-25,3,11.5,"t1516",0.125,0.1,0.589
5,2025-02-25,3,11.5,"t1516",0.0625,0.1,0.594
5,2025-02-25,3,11.5,"t1516",0.03125,0.1,0.894
5,2025-02-25,3,11.5,"t1516",0.015625,0.1,0.534
5,2025-02-25,3,11.5,"t1516",0.0078125,0.1,0.63
5,2025-02-25,3,11.5,"t1516",0,0.1,0.738
5,2025-02-25,1,12,"h1471",4,0.1,1.124
5,2025-02-25,1,12,"h1471",2,0.1,1.061
5,2025-02-25,1,12,"h1471",1,0.1,1.007
5,2025-02-25,1,12,"h1471",0.5,0.1,1.072
5,2025-02-25,1,12,"h1471",0.25,0.1,1.133
5,2025-02-25,1,12,"h1471",0.125,0.1,1.031
5,2025-02-25,1,12,"h1471",0.0625,0.1,1.017
5,2025-02-25,1,12,"h1471",0.03125,0.1,1.103
5,2025-02-25,1,12,"h1471",0.015625,0.1,1.013
5,2025-02-25,1,12,"h1471",0.0078125,0.1,1.069
5,2025-02-25,1,12,"h1471",0,0.1,1.084
5,2025-02-25,1,12,"t1516",4,0.1,0.437
5,2025-02-25,1,12,"t1516",2,0.1,0.576
5,2025-02-25,1,12,"t1516",1,0.1,0.593
5,2025-02-25,1,12,"t1516",0.5,0.1,0.516
5,2025-02-25,1,12,"t1516",0.25,0.1,0.602
5,2025-02-25,1,12,"t1516",0.125,0.1,0.607
5,2025-02-25,1,12,"t1516",0.0625,0.1,0.812
5,2025-02-25,1,12,"t1516",0.03125,0.1,0.763
5,2025-02-25,1,12,"t1516",0.015625,0.1,0.97
5,2025-02-25,1,12,"t1516",0.0078125,0.1,0.849
5,2025-02-25,1,12,"t1516",0,0.1,0.94
5,2025-02-25,2,12,"h1471",4,0.1,1.121
5,2025-02-25,2,12,"h1471",2,0.1,1.136
5,2025-02-25,2,12,"h1471",1,0.1,1.046
5,2025-02-25,2,12,"h1471",0.5,0.1,1.113
5,2025-02-25,2,12,"h1471",0.25,0.1,1.206
5,2025-02-25,2,12,"h1471",0.125,0.1,1.197
5,2025-02-25,2,12,"h1471",0.0625,0.1,1.14
5,2025-02-25,2,12,"h1471",0.03125,0.1,1.091
5,2025-02-25,2,12,"h1471",0.015625,0.1,1.04
5,2025-02-25,2,12,"h1471",0.0078125,0.1,1.086
5,2025-02-25,2,12,"h1471",0,0.1,1.041
5,2025-02-25,2,12,"t1516",4,0.1,0.656
5,2025-02-25,2,12,"t1516",2,0.1,0.617
5,2025-02-25,2,12,"t1516",1,0.1,0.872
5,2025-02-25,2,12,"t1516",0.5,0.1,0.722
5,2025-02-25,2,12,"t1516",0.25,0.1,0.547
5,2025-02-25,2,12,"t1516",0.125,0.1,0.861
5,2025-02-25,2,12,"t1516",0.0625,0.1,0.812
5,2025-02-25,2,12,"t1516",0.03125,0.1,0.779
5,2025-02-25,2,12,"t1516",0.015625,0.1,0.859
5,2025-02-25,2,12,"t1516",0.0078125,0.1,0.812
5,2025-02-25,2,12,"t1516",0,0.1,0.911
5,2025-02-25,3,12,"h1471",4,0.1,0.941
5,2025-02-25,3,12,"h1471",2,0.1,0.928
5,2025-02-25,3,12,"h1471",1,0.1,0.964
5,2025-02-25,3,12,"h1471",0.5,0.1,0.98
5,2025-02-25,3,12,"h1471",0.25,0.1,0.947
5,2025-02-25,3,12,"h1471",0.125,0.1,0.856
5,2025-02-25,3,12,"h1471",0.0625,0.1,1.043
5,2025-02-25,3,12,"h1471",0.03125,0.1,0.762
5,2025-02-25,3,12,"h1471",0.015625,0.1,0.975
5,2025-02-25,3,12,"h1471",0.0078125,0.1,1.085
5,2025-02-25,3,12,"h1471",0,0.1,1.143
5,2025-02-25,3,12,"t1516",4,0.1,0.529
5,2025-02-25,3,12,"t1516",2,0.1,0.741
5,2025-02-25,3,12,"t1516",1,0.1,0.712
5,2025-02-25,3,12,"t1516",0.5,0.1,0.66
5,2025-02-25,3,12,"t1516",0.25,0.1,0.645
5,2025-02-25,3,12,"t1516",0.125,0.1,0.637
5,2025-02-25,3,12,"t1516",0.0625,0.1,0.652
5,2025-02-25,3,12,"t1516",0.03125,0.1,0.941
5,2025-02-25,3,12,"t1516",0.015625,0.1,0.588
5,2025-02-25,3,12,"t1516",0.0078125,0.1,0.691
5,2025-02-25,3,12,"t1516",0,0.1,0.798
5,2025-02-25,1,12.5,"h1471",4,0.1,1.13
5,2025-02-25,1,12.5,"h1471",2,0.1,1.07
5,2025-02-25,1,12.5,"h1471",1,0.1,1.021
5,2025-02-25,1,12.5,"h1471",0.5,0.1,1.082
5,2025-02-25,1,12.5,"h1471",0.25,0.1,1.14
5,2025-02-25,1,12.5,"h1471",0.125,0.1,1.049
5,2025-02-25,1,12.5,"h1471",0.0625,0.1,1.043
5,2025-02-25,1,12.5,"h1471",0.03125,0.1,1.122
5,2025-02-25,1,12.5,"h1471",0.015625,0.1,1.04
5,2025-02-25,1,12.5,"h1471",0.0078125,0.1,1.094
5,2025-02-25,1,12.5,"h1471",0,0.1,1.107
5,2025-02-25,1,12.5,"t1516",4,0.1,0.477
5,2025-02-25,1,12.5,"t1516",2,0.1,0.617
5,2025-02-25,1,12.5,"t1516",1,0.1,0.642
5,2025-02-25,1,12.5,"t1516",0.5,0.1,0.56
5,2025-02-25,1,12.5,"t1516",0.25,0.1,0.649
5,2025-02-25,1,12.5,"t1516",0.125,0.1,0.653
5,2025-02-25,1,12.5,"t1516",0.0625,0.1,0.865
5,2025-02-25,1,12.5,"t1516",0.03125,0.1,0.822
5,2025-02-25,1,12.5,"t1516",0.015625,0.1,1.02
5,2025-02-25,1,12.5,"t1516",0.0078125,0.1,0.896
5,2025-02-25,1,12.5,"t1516",0,0.1,1.002
5,2025-02-25,2,12.5,"h1471",4,0.1,1.14
5,2025-02-25,2,12.5,"h1471",2,0.1,1.15
5,2025-02-25,2,12.5,"h1471",1,0.1,1.072
5,2025-02-25,2,12.5,"h1471",0.5,0.1,1.129
5,2025-02-25,2,12.5,"h1471",0.25,0.1,1.22
5,2025-02-25,2,12.5,"h1471",0.125,0.1,1.21
5,2025-02-25,2,12.5,"h1471",0.0625,0.1,1.161
5,2025-02-25,2,12.5,"h1471",0.03125,0.1,1.124
5,2025-02-25,2,12.5,"h1471",0.015625,0.1,1.075
5,2025-02-25,2,12.5,"h1471",0.0078125,0.1,1.118
5,2025-02-25,2,12.5,"h1471",0,0.1,1.075
5,2025-02-25,2,12.5,"t1516",4,0.1,0.693
5,2025-02-25,2,12.5,"t1516",2,0.1,0.658
5,2025-02-25,2,12.5,"t1516",1,0.1,0.917
5,2025-02-25,2,12.5,"t1516",0.5,0.1,0.765
5,2025-02-25,2,12.5,"t1516",0.25,0.1,0.593
5,2025-02-25,2,12.5,"t1516",0.125,0.1,0.897
5,2025-02-25,2,12.5,"t1516",0.0625,0.1,0.857
5,2025-02-25,2,12.5,"t1516",0.03125,0.1,0.825
5,2025-02-25,2,12.5,"t1516",0.015625,0.1,0.917
5,2025-02-25,2,12.5,"t1516",0.0078125,0.1,0.861
5,2025-02-25,2,12.5,"t1516",0,0.1,0.959
5,2025-02-25,3,12.5,"h1471",4,0.1,0.981
5,2025-02-25,3,12.5,"h1471",2,0.1,0.971
5,2025-02-25,3,12.5,"h1471",1,0.1,1.009
5,2025-02-25,3,12.5,"h1471",0.5,0.1,1.03
5,2025-02-25,3,12.5,"h1471",0.25,0.1,1.007
5,2025-02-25,3,12.5,"h1471",0.125,0.1,0.915
5,2025-02-25,3,12.5,"h1471",0.0625,0.1,1.083
5,2025-02-25,3,12.5,"h1471",0.03125,0.1,0.822
5,2025-02-25,3,12.5,"h1471",0.015625,0.1,1.017
5,2025-02-25,3,12.5,"h1471",0.0078125,0.1,1.108
5,2025-02-25,3,12.5,"h1471",0,0.1,1.156
5,2025-02-25,3,12.5,"t1516",4,0.1,0.563
5,2025-02-25,3,12.5,"t1516",2,0.1,0.795
5,2025-02-25,3,12.5,"t1516",1,0.1,0.765
5,2025-02-25,3,12.5,"t1516",0.5,0.1,0.717
5,2025-02-25,3,12.5,"t1516",0.25,0.1,0.683
5,2025-02-25,3,12.5,"t1516",0.125,0.1,0.68
5,2025-02-25,3,12.5,"t1516",0.0625,0.1,0.705
5,2025-02-25,3,12.5,"t1516",0.03125,0.1,0.988
5,2025-02-25,3,12.5,"t1516",0.015625,0.1,0.636
5,2025-02-25,3,12.5,"t1516",0.0078125,0.1,0.742
5,2025-02-25,3,12.5,"t1516",0,0.1,0.851
5,2025-02-25,1,13,"h1471",4,0.1,1.131
5,2025-02-25,1,13,"h1471",2,0.1,1.072
5,2025-02-25,1,13,"h1471",1,0.1,1.026
5,2025-02-25,1,13,"h1471",0.5,0.1,1.085
5,2025-02-25,1,13,"h1471",0.25,0.1,1.142
5,2025-02-25,1,13,"h1471",0.125,0.1,1.055
5,2025-02-25,1,13,"h1471",0.0625,0.1,1.059
5,2025-02-25,1,13,"h1471",0.03125,0.1,1.131
5,2025-02-25,1,13,"h1471",0.015625,0.1,1.054
5,2025-02-25,1,13,"h1471",0.0078125,0.1,1.106
5,2025-02-25,1,13,"h1471",0,0.1,1.121
5,2025-02-25,1,13,"t1516",4,0.1,0.515
5,2025-02-25,1,13,"t1516",2,0.1,0.658
5,2025-02-25,1,13,"t1516",1,0.1,0.687
5,2025-02-25,1,13,"t1516",0.5,0.1,0.603
5,2025-02-25,1,13,"t1516",0.25,0.1,0.69
5,2025-02-25,1,13,"t1516",0.125,0.1,0.694
5,2025-02-25,1,13,"t1516",0.0625,0.1,0.915
5,2025-02-25,1,13,"t1516",0.03125,0.1,0.876
5,2025-02-25,1,13,"t1516",0.015625,0.1,1.065
5,2025-02-25,1,13,"t1516",0.0078125,0.1,0.939
5,2025-02-25,1,13,"t1516",0,0.1,1.056
5,2025-02-25,2,13,"h1471",4,0.1,1.144
